gid,nazwa,ostatnia_erupcja,kraj,typ,rodzaj_erupcji,materiał,tektonika,legenda,źródło
"612",Bola,brak danych,Papua - Nowa Gwinea,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"627",Visokiy,brak danych,Rosja,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"630",Hydrographers Range,brak danych,Papua - Nowa Gwinea,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"693",Jailolo,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"694",Hiri,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"696",Tidore,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"697",Mare,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"698",Moti,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"700",Tigalalu,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"701",Amasing,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"352",Fort Portal,2120 p.n.e.,Uganda,stożkowy,erupcja datowana,foidyt,strefa ryftowa / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"702",Bibinoi,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"713",Malindang,brak danych,Filipiny,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"725",Masaraga,brak danych,Filipiny,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"726",Iriga,brak danych,Filipiny,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"728",Malindig,brak danych,Filipiny,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"762",Udina,brak danych,Rosja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"763",Zimina,brak danych,Rosja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"765",Kamen,brak danych,Rosja,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"813",Balbi,brak danych,Papua - Nowa Gwinea,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / grubość skorupy nieznana,Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"829",Mere Lava,brak danych,Vanuatu,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"836",North Vate,brak danych,Vanuatu,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"844",Narcondum,brak danych,Indie,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"855",Malintang,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"874",Pulosari,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"879",Patuha,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"882",Kendang,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"884",Tampomas,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"892",Ungaran,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,trachyandezyt / bazaltowy trachyandezyt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"893",Telomoyo,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"898",Wilis,brak danych,Indonezja,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"901",Steller,brak danych,Stany Zjednoczone,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"905",Douglas,brak danych,Stany Zjednoczone,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1004",Colachi,brak danych,Chile,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1006",Acamarachi,brak danych,Chile,stratowulkan,nieznana data wybuchu,dacyt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1014",Cordon de Puntas Negras,brak danych,Chile,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1021",St. Catherine,brak danych,Grenada,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1043",Tungnafellsjokull,brak danych,Islandia,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa ryftowa / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1056",Corvo,brak danych,Portugalia,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1076",Brava,brak danych,Wyspy Zielonego Przylądka,stratowulkan,nieznana data wybuchu,foidyt,strefa subdukcji / skorupa pośrednia (15-25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1078",Ascension,brak danych,Wielka Brytania,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa ryftowa / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1110",Hodson,brak danych,Wielka Brytania,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1132",Tenorio,brak danych,Kostaryka,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1134",Platanar,brak danych,Kostaryka,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1149",Sotara,brak danych,Kolumbia,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1170",Illiniza,brak danych,Ekwador,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1192",Sara Sara,brak danych,Peru,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1193",Coropuna,brak danych,Peru,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1212",Tata Sabaya,brak danych,Boliwia,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1221",Sairecabur,brak danych,Chile - Boliwia,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"587",Tutuila,"440",Stany Zjednoczone,stożkowy,erupcja datowana,bazalt / pikryt,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1222",Licancabur,brak danych,Chile - Boliwia,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1231",Mehetia,brak danych,Francja,stratowulkan,nieznana data wybuchu,tefryt / trachybazalt,strefa subdukcji / skorupa oceaniczna (< 15 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1260",Sanganguey,brak danych,Meksyk,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1270",Iztaccihuatl,brak danych,Meksyk,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1284",Tajumulco,brak danych,Gwatemala,stratowulkan,nieznana data wybuchu,dacyt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1288",Toliman,brak danych,Gwatemala,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1291",Agua,brak danych,Gwatemala,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1296",Moyuta,brak danych,Gwatemala,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1298",Tahual,brak danych,Gwatemala,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1300",Suchitan,brak danych,Gwatemala,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1301",Chingo,brak danych,Gwatemala - Salwador,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1303",Ipala,brak danych,Gwatemala,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1308",Apaneca Range,brak danych,Salwador,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1316",San Vicente,brak danych,Salwador,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1319",Tecapa,brak danych,Salwador,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1320",Usulutan,brak danych,Salwador,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1321","Tigre, El",brak danych,Salwador,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1322",Chinameca,brak danych,Salwador,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1325","Tigre, Isla el",brak danych,Honduras,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1326","Zacate Grande, Isla",brak danych,Honduras,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1332",Rota,brak danych,Nikaragua,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1342",Lastarria,brak danych,Chile - Argentyna,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1372",San Pedro-Pellado,brak danych,Chile,stratowulkan,nieznana data wybuchu,andezyt / andezyt bazaltowy,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1374","Blancas, Lomas",brak danych,Chile,stratowulkan,nieznana data wybuchu,bazalt / pikryt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
"1387",Tralihue,brak danych,Argentyna,stratowulkan,nieznana data wybuchu,trachyandezyt / bazaltowy trachyandezyt,strefa subdukcji / skorupa kontynentalna (>25 km),Wulkan,"Global Volcanism Program, 2013. Volcanoes of the World, v. 4.11.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jun 2022. https://doi.org/10.5479/si.GVP.VOTW4-2013"
